#{"t_start": 1704790728.5855181, "env_id": "edge_follow-v0"}
r,l,t
-20.966614,200,57539.275498
-31.103517,200,57588.704261
-26.429012,200,57648.912734
-23.098971,200,57811.75892
-28.192239,200,57860.770992
-18.073245,197,57907.901937
-24.559383,200,57956.475346
-23.504544,200,58004.548037
-25.871391,200,58053.538608
-21.102559,200,58103.418268
-28.121788,200,58152.549413
-34.078511,200,58200.706017
-23.23901,200,58418.405779
-27.682228,200,58577.369204
-32.019713,200,58626.847823
-26.612924,200,58675.446424
-26.349251,200,58724.058701
-24.371566,200,58772.865567
-20.043261,200,58821.462926
-27.055157,200,58870.12007
-26.63062,200,58919.275366
-35.157948,200,58967.547668
-23.637582,200,59016.193934
-24.570065,200,59275.813192
-22.646114,200,59324.644276
-23.334144,200,59373.786269
-22.622675,200,59421.316545
-21.094362,200,59470.523665
-26.502827,200,59519.698207
-26.020399,200,59568.410527
-24.441536,200,59616.897704
-29.071534,200,59665.476278
-24.480895,200,59714.423223
-26.314745,200,59918.250306
-22.799205,200,59966.59284
-30.663317,200,60015.024333
-20.640034,200,60063.334204
-22.88313,200,60112.150315
-31.800449,200,60160.69302
-23.732638,200,60210.075844
-27.925456,200,60258.85807
-22.047493,200,60308.22854
-22.238602,200,60357.500033
-25.567804,200,60532.528227
-24.707503,200,60580.87551
-28.539003,200,60629.98905
-21.745377,200,60678.784017
-25.178287,200,60726.995157
-27.717172,200,60776.325581
-32.620648,200,60824.885116
-25.236614,200,60873.78987
-27.360274,200,60922.631521
-31.253875,200,60971.095881
-24.359453,200,61175.393981
-27.56143,200,61223.803966
-22.221171,200,61271.864689
-26.916731,200,61320.269186
-23.041598,200,61368.853741
-27.58286,200,61418.246837
-22.57659,200,61466.757513
-24.097449,200,61515.57234
-29.009719,200,61564.704583
-33.540119,200,61615.283815
-27.208695,200,61778.9196
-19.647692,200,61868.257731
-19.021341,200,61917.240288
-28.424162,200,61965.39381
-26.990263,200,62014.82794
-26.655675,200,62063.698078
-26.609915,200,62112.47468
-21.696376,200,62160.862885
-31.111326,200,62210.257896
-20.39525,200,62260.393377
-22.75018,200,62422.73562
-24.343131,200,62653.224963
-30.47251,200,62702.39491
-22.275869,200,62751.195195
-26.431272,200,62800.146282
-27.718527,200,62848.356509
-31.899901,200,62896.26171
-21.946399,200,62945.487009
-19.202014,200,62994.033844
-31.647426,200,63042.836972
-24.464347,200,63205.510914
-24.600646,200,63263.813061
-26.617181,200,63312.917295
-19.753486,200,63361.813738
-21.483589,200,63409.988801
-22.152561,200,63459.176044
-26.814746,200,63507.447251
-31.284339,200,63556.887456
-24.368037,200,63604.875553
-39.413714,200,63653.707236
-24.194948,200,63819.023343
-20.127419,200,63883.234429
-18.806858,198,63931.389351
-24.211468,200,63979.91701
-26.031293,200,64029.355329
-25.824756,200,64077.881893
-28.033785,200,64126.977433
-23.823635,200,64176.004217
-26.370621,200,64223.273785
-19.529358,200,64272.230302
-21.571456,200,64433.132234
-23.524058,200,64481.598576
-28.952058,200,64564.124443
-19.033349,200,64613.420066
-23.887768,200,64661.726696
-21.545904,200,64710.491197
-25.812153,200,64758.817069
-26.994209,200,64806.424345
-28.532052,200,64855.587639
-28.221309,200,64904.316934
-27.746981,200,65064.122026
-30.180344,200,65113.055325
-23.883544,200,65203.2357
-30.444346,200,65252.016111
-19.433018,200,65300.030889
-22.478265,200,65348.982612
-22.627949,200,65397.029068
-29.292308,200,65446.189839
-30.961764,200,65494.029234
-30.056033,200,65543.819124
-28.962954,200,65710.139864
-30.499661,200,65759.046947
-19.609239,200,65900.243462
-22.32224,200,65948.883046
-28.20243,200,65997.438501
-26.662371,200,66045.430343
-18.965856,200,66093.811424
-27.550232,200,66141.665218
-32.152639,200,66191.109828
-25.17995,200,66239.153862
-23.285478,200,66403.537488
-19.062284,200,66452.120465
-26.690151,200,66532.976544
-26.560617,200,66581.529011
-23.651276,200,66630.637694
-24.820176,200,66679.101774
-26.985217,200,66727.173754
-24.82572,200,66776.725733
-27.25701,200,66825.062941
-25.654697,200,66873.169943
-29.760489,200,67037.666422
-21.978655,200,67086.104035
