#{"t_start": 1704790728.6729765, "env_id": "edge_follow-v0"}
r,l,t
-25.611308,200,35755.726252
-26.395412,200,35804.411031
-27.346659,200,35853.949987
-32.675457,200,35903.399296
-31.270336,200,35952.334229
-27.638681,200,36116.702636
-30.710168,200,36165.325055
-24.974277,200,36405.274321
-25.851813,200,36454.074183
-25.817802,200,36502.961132
-25.043808,200,36551.761655
-30.137728,200,36600.834252
-24.358419,200,36649.366401
-25.823467,200,36697.899762
-26.061509,200,36746.47753
-23.770539,200,36909.511508
-26.273202,200,36957.349601
-28.849863,200,37035.894423
-27.356259,200,37086.095825
-24.985329,200,37134.709359
-27.373489,200,37184.042522
-26.344684,200,37233.88392
-23.288649,200,37283.486314
-28.184606,200,37331.886775
-27.393495,200,37380.655186
-30.365063,200,37547.236093
-26.349617,200,37595.560796
-28.851033,200,37675.933226
-29.061211,200,37724.476604
-26.776751,200,37772.872004
-27.797055,200,37820.187249
-27.789793,200,37869.236595
-24.091182,200,37917.448651
-30.319199,200,37966.512168
-28.48259,200,38014.85745
-23.583909,200,38178.706986
-25.604584,200,38227.396777
-27.545176,200,38354.762135
-21.809717,200,38403.126576
-29.755486,200,38451.478765
-27.23486,200,38500.200188
-22.278816,200,38549.153798
-30.303175,200,38597.286831
-24.071808,200,38646.682985
-29.243085,200,38695.438246
-31.055069,200,38856.574932
-23.591372,200,38905.58249
-26.285561,200,38954.150121
-24.861085,200,39138.256638
-30.778346,200,39186.957362
-24.091099,200,39234.751851
-30.974877,200,39284.140514
-33.698949,200,39332.958444
-25.992003,200,39381.783805
-28.640494,200,39430.570284
-23.905148,200,39591.12446
-22.664102,200,39640.122986
-32.654121,200,39688.816991
-27.400725,200,39865.25668
-26.370658,200,39914.449349
-30.832205,200,39963.914488
-27.777184,200,40012.094786
-24.285678,200,40060.514424
-29.791257,200,40108.912804
-30.499989,200,40157.264432
-23.108591,200,40318.505822
-26.121399,200,40367.214301
-22.61902,200,40416.222556
-27.942062,200,40490.169621
-28.354637,200,40539.130565
-25.936669,200,40588.014248
-26.901431,200,40636.566307
-28.264121,200,40684.682523
-21.887919,200,40733.698276
-29.927299,200,40782.613942
-26.411385,200,40940.357408
-27.210145,200,40990.044632
-29.906339,200,41038.767298
-27.454555,200,41096.122951
-24.789726,200,41144.597157
-26.022989,200,41193.14622
-27.226184,200,41242.108961
-32.4551,200,41291.659007
-34.377219,200,41340.864995
-27.867949,200,41391.452925
-30.719882,200,41556.943888
-26.058551,200,41606.091611
-23.19498,200,41655.232486
-25.184518,200,41704.247235
-25.636621,200,41779.518004
-22.115857,200,41828.444563
-29.970356,200,41877.884556
-24.186747,200,41926.166202
-23.189253,200,41974.642285
-26.362136,200,42023.470966
-22.473853,200,42183.935185
-24.257846,200,42232.737881
-29.876377,200,42282.199146
-27.781525,200,42330.76467
-23.356162,200,42395.489804
-24.570442,200,42443.800402
-32.112186,200,42493.495173
-24.481541,200,42542.413191
-25.974447,200,42591.144311
-31.555345,200,42640.176687
-28.985812,200,42801.294205
-21.593976,200,42849.421258
-27.997132,200,42898.713295
-29.765982,200,42947.774415
-30.024819,200,43024.77449
-30.707195,200,43073.377866
-23.655771,200,43122.41185
-28.919187,200,43171.138463
-30.359058,200,43219.950309
-23.297807,200,43269.169552
-29.607175,200,43434.721036
-29.750881,200,43482.77814
-22.457648,200,43531.185128
-23.384683,200,43579.678457
-27.585269,200,43820.002515
-21.068499,200,43868.341915
-24.905923,200,43917.500676
-25.995836,200,43966.602286
-28.283554,200,44014.869851
-30.661037,200,44063.989308
-31.140257,200,44230.678397
-23.674345,200,44279.7604
-24.615002,200,44328.553797
-23.295077,200,44377.435113
-27.891322,200,44426.216877
-28.748783,200,44583.775595
-28.58646,200,44631.9247
-27.307494,200,44680.504504
-30.202135,200,44728.545326
-32.446108,200,44777.678849
-25.714634,200,44933.9947
-31.12262,200,44983.238464
-31.241129,200,45032.126303
-28.796263,200,45080.090151
-24.384482,200,45129.598343
-25.269805,200,45257.794952
-29.212194,200,45306.330209
-24.480887,200,45355.909132
-23.091957,200,45404.378589
-28.772041,200,45453.844528
-24.25121,200,45607.077334
-28.152918,200,45656.014395
-24.320701,200,45705.113782
-29.034676,200,45754.563167
-28.81768,200,45802.947731
-29.759838,200,45908.550548
-26.531581,200,45956.669716
-28.107784,200,46005.478902
-35.582099,200,46054.355922
-27.181493,200,46102.978841
-26.804941,200,46265.310609
-22.603437,200,46313.730598
-26.669023,200,46360.977326
-26.720808,200,46410.118293
-30.487328,200,46458.953254
-29.740667,200,46522.303061
-25.312003,200,46570.69233
-21.910965,200,46618.466503
-31.772348,200,46668.146198
-22.650224,200,46716.931713
-24.732558,200,46879.592866
-35.615902,200,46928.024573
-29.067394,200,46977.366273
-20.44891,200,47026.018635
-28.292924,200,47075.507258
-30.048991,200,47124.319044
-24.378102,200,47288.858175
-22.892369,200,47336.63881
-23.233458,200,47385.599297
-27.811445,200,47433.858964
-22.302245,200,47595.233985
-27.26779,200,47643.528727
-30.617493,200,47692.375479
-23.974096,200,47741.245681
-24.268806,200,47789.998409
-30.932745,200,47839.054379
-28.360253,200,47934.749198
-30.026753,200,47983.606224
-26.862783,200,48032.534467
-30.621466,200,48082.790469
-32.720262,200,48249.971059
-24.944029,200,48298.980661
-25.922487,200,48347.275626
-22.121056,200,48395.573351
-31.148983,200,48444.778564
-24.503383,200,48493.596375
-27.624752,200,48640.606667
-24.395758,200,48689.713491
-26.186974,200,48739.018568
-28.988218,200,48788.111126
-29.595137,200,48953.53368
-26.091378,200,49002.882318
-25.591431,200,49051.001202
-27.954095,200,49099.467656
-22.782582,200,49148.199087
-27.055135,200,49196.206785
-30.006547,200,49419.264955
-28.582086,200,49468.935054
-27.067993,200,49517.942732
-28.781465,200,49566.647929
-25.978956,200,49726.942984
-23.94407,200,49774.982142
-25.074838,200,49823.830233
-21.086165,200,49872.514321
-25.825011,200,49921.336455
-28.467411,200,49969.446259
-22.31379,200,50018.464358
-32.632667,200,50165.084806
-27.165358,200,50213.607835
-30.928529,200,50262.166845
-22.819801,200,50430.446998
-26.427472,200,50479.89213
-28.415721,200,50528.290375
-26.9066,200,50577.40658
-28.692391,200,50626.516164
-25.293443,200,50676.427096
-24.268376,200,50725.22136
-27.048453,200,50790.150146
-22.373756,200,50839.044472
-28.371902,200,50887.203448
-26.763946,200,51050.241364
-25.465178,200,51099.142374
-28.142922,200,51147.693785
-30.139187,200,51196.768914
-26.620222,200,51245.462853
-27.585623,200,51295.010345
-25.206947,200,51344.16498
-22.180255,200,51401.876442
-24.371439,200,51449.946182
-23.565847,200,51498.324357
-24.454056,200,51655.30745
-22.571781,200,51704.784871
-24.624817,200,51753.682308
-28.270619,200,51802.002141
-29.328307,200,51851.034241
-28.801862,200,51899.550385
-32.885536,200,51949.316674
-27.848061,200,52039.069746
-22.312322,200,52088.282437
-28.179122,200,52136.778446
-27.837144,200,52295.128418
-24.520089,200,52344.088538
-24.96997,200,52393.760037
-23.157804,200,52442.49822
-25.862425,200,52491.149583
-25.425688,200,52540.36805
-32.372873,200,52588.368307
-26.52889,200,52636.127608
-27.210458,200,52767.130051
-23.131467,200,52816.194572
-25.678958,200,52970.895127
-24.294605,200,53019.010483
-28.606641,200,53067.560676
-30.163075,200,53116.781741
-25.573609,200,53165.124034
-29.750514,200,53213.267952
-27.346412,200,53262.898184
-26.580923,200,53311.233241
-20.63607,200,53533.951167
-31.141009,200,53582.776251
-28.05943,200,53744.651377
-23.28141,200,53793.503432
-29.680761,200,53842.82347
-34.355622,200,53891.966655
-30.305778,200,53940.205601
-27.080263,200,53989.286376
-29.204092,200,54038.539466
-26.266172,200,54087.210178
-30.769634,200,54155.547256
-29.218709,200,54204.396225
-23.761899,200,54364.360433
-26.627248,200,54413.46866
-29.632722,200,54463.194864
-24.990755,200,54512.24462
-21.659576,200,54560.688691
-25.888483,200,54609.443522
-26.913025,200,54657.870614
-29.646536,200,54706.850514
-27.800182,200,54947.278288
-26.300215,200,54997.245733
-24.4092,200,55153.456707
-27.852673,200,55202.376938
-24.561248,200,55250.527061
-23.14781,200,55298.942593
-28.435774,200,55347.922508
-20.682481,200,55396.650493
-22.345089,200,55445.977191
-23.508612,200,55495.780068
-30.28851,200,55682.409
-23.651895,200,55731.573413
-27.011098,200,55890.992075
-23.267224,200,55940.602264
-28.238977,200,55988.640364
-27.693318,200,56037.302639
-25.723726,200,56085.357291
-28.11686,200,56134.778386
-27.805158,200,56183.362032
-25.814027,200,56232.000214
-27.574547,200,56281.075774
-25.029088,200,56394.651939
-31.653792,200,56554.018409
-31.77611,200,56602.038161
-28.069232,200,56651.816101
-25.108863,200,56701.268574
-28.590407,200,56749.761236
-28.159591,200,56799.977144
-35.99031,200,56848.339076
-29.254121,200,56897.431685
-28.35504,200,56946.5347
-27.271158,200,57033.756749
-26.914223,200,57199.359264
-24.551898,200,57248.296307
-30.622329,200,57296.926294
-27.563445,200,57345.882544
-25.942772,200,57395.289228
-30.412806,200,57444.449049
-26.828772,200,57493.081053
-25.865777,200,57541.485914
-28.031415,200,57591.064884
-31.515916,200,57651.237366
-22.107202,200,57813.95904
-29.704034,200,57863.02726
-23.318004,200,57911.00221
-21.742734,200,57959.494673
-31.286617,200,58007.498286
-28.915011,200,58056.6678
-20.827956,200,58106.53426
-23.397611,200,58155.444627
-29.022166,200,58203.775711
-34.696348,200,58421.388131
-26.097318,200,58580.493726
-23.394658,200,58629.922167
-26.671083,200,58678.578058
-28.579739,200,58727.155916
-30.491599,200,58776.005689
-29.619281,200,58824.359049
-27.364703,200,58873.001265
-24.582237,200,58922.387198
-23.368069,200,58970.652822
-26.420354,200,59019.170428
-25.814623,200,59278.970342
-26.013795,200,59327.681671
-20.193543,200,59376.818006
-28.14139,200,59424.558189
-27.760945,200,59473.719747
-24.300963,200,59522.588897
-25.632759,200,59571.319955
-26.318624,200,59619.817198
-22.117054,200,59668.739961
-26.117719,200,59717.516824
-31.267271,200,59921.283327
-22.7877,200,59969.641967
-21.583651,200,60017.942272
-31.474548,200,60066.652988
-29.816317,200,60115.120712
-20.478444,200,60163.779831
-23.576622,200,60212.900072
-25.658408,200,60261.948685
-26.166668,200,60311.248325
-28.490041,200,60360.557078
-28.993573,200,60535.509475
